"","X","Age","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Male","Loyal.Customer","Business.travel","satisfied"
"14073",14073,69,0,670,4,4,4,5,5,5,5,3,3,4,3,3,3,3,72,64,0,1,0,0
"14074",14074,21,2,3179,5,5,5,5,5,5,5,5,2,5,2,3,5,5,0,0,1,1,1,1
"14075",14075,28,0,402,3,4,3,1,5,3,5,5,5,2,5,3,4,5,0,2,1,1,0,0
"14076",14076,36,0,136,5,5,5,5,5,5,5,5,3,3,4,1,1,5,0,0,1,1,1,1
"14077",14077,37,0,788,5,5,5,4,5,5,5,5,4,2,4,3,2,5,0,4,0,0,1,1
"14078",14078,11,0,633,1,5,1,2,5,1,5,5,4,2,5,3,4,5,0,0,0,1,0,0
"14079",14079,51,0,228,3,5,3,2,1,5,5,3,3,3,3,1,3,1,8,1,0,1,0,0
"14080",14080,51,0,776,3,2,2,2,1,2,3,4,4,3,4,4,4,1,6,15,0,1,1,0
"14081",14081,55,2,1747,3,3,1,3,3,4,5,5,5,5,5,4,5,5,3,0,0,1,1,1
"14082",14082,11,0,403,1,1,1,2,1,1,1,1,2,4,2,2,3,1,46,47,0,1,0,0
"14083",14083,65,0,705,4,3,3,3,3,5,2,3,3,4,3,3,3,4,16,0,0,1,1,1
"14084",14084,36,2,3119,0,4,0,4,2,3,2,2,2,2,2,5,2,5,0,18,0,1,1,1
"14085",14085,27,0,432,2,1,2,3,4,2,4,4,3,5,4,3,3,4,30,14,1,0,1,0
"14086",14086,23,0,2475,1,2,2,2,1,2,2,2,2,1,3,2,2,2,0,0,0,0,1,0
"14087",14087,33,0,338,2,4,2,4,2,2,2,2,4,4,5,4,5,2,13,12,1,1,0,0
"14088",14088,52,0,1142,2,4,2,4,2,2,2,2,4,1,4,2,4,2,0,25,1,1,1,0
"14089",14089,44,0,290,2,5,2,4,2,2,1,2,4,5,4,3,4,2,25,20,1,1,0,0
"14090",14090,15,2,1303,5,5,5,2,3,5,2,3,5,2,5,5,5,3,21,39,0,0,1,1
"14091",14091,27,0,651,2,1,2,4,1,2,1,1,3,1,3,1,3,1,0,0,1,1,0,0
"14092",14092,27,2,1199,1,1,1,1,4,4,4,4,3,5,4,3,4,4,106,124,0,1,1,1
"14093",14093,36,0,369,3,2,2,2,3,3,3,3,1,1,2,5,1,3,0,0,0,1,1,1
"14094",14094,22,0,268,2,5,0,3,1,0,1,1,5,5,1,2,4,1,38,52,0,1,0,0
"14095",14095,53,2,2052,1,1,1,1,3,3,4,5,5,4,5,4,5,3,8,13,0,1,1,1
"14096",14096,33,2,2946,2,2,2,2,5,5,4,5,5,2,5,3,4,5,0,0,1,1,1,1
"14097",14097,56,0,372,1,3,4,3,4,3,3,1,1,1,1,2,1,2,11,17,0,1,1,0
"14098",14098,42,0,1205,1,3,3,3,1,3,3,1,1,1,1,4,1,2,36,43,0,1,1,0
"14099",14099,47,2,3188,2,5,2,5,3,2,2,2,2,2,2,3,2,3,1,2,1,1,1,0
"14100",14100,51,2,1294,5,5,5,5,4,4,5,3,3,3,3,3,3,3,0,0,0,1,1,1
"14101",14101,55,2,861,2,2,2,2,2,5,5,4,4,4,4,4,4,3,12,16,1,1,1,1
"14102",14102,49,2,1172,4,4,4,4,3,4,4,4,4,5,4,3,4,5,0,3,0,1,1,1
"14103",14103,34,2,3023,3,3,5,3,5,5,4,5,5,4,5,2,5,5,9,4,0,1,1,1
"14104",14104,18,0,622,0,5,0,3,5,0,2,5,3,3,5,4,4,5,0,0,0,0,1,1
"14105",14105,42,2,603,1,1,1,1,2,4,4,4,4,4,4,3,4,3,0,0,0,1,1,1
"14106",14106,59,2,2339,3,3,1,3,5,5,4,4,4,4,4,3,4,3,4,0,0,1,1,1
"14107",14107,51,1,429,3,1,2,4,3,2,2,3,1,3,3,4,4,3,0,0,1,1,0,0
"14108",14108,27,0,696,3,3,3,4,2,3,2,2,1,3,4,2,4,2,0,0,1,0,1,0
"14109",14109,38,0,199,2,2,2,4,1,2,1,1,4,2,3,2,4,1,116,98,1,0,1,0
"14110",14110,56,0,888,5,3,5,1,2,5,2,2,5,3,3,3,2,2,0,0,1,1,0,1
"14111",14111,13,0,785,1,4,1,3,2,1,2,2,3,2,5,3,5,2,21,35,0,1,0,0
"14112",14112,63,0,2399,1,5,0,4,4,3,5,1,1,0,1,3,1,3,0,11,0,1,0,0
"14113",14113,38,2,2616,3,3,3,3,3,4,5,5,5,5,5,4,5,5,14,10,1,1,1,1
"14114",14114,80,2,2776,4,4,4,4,4,4,4,5,5,5,5,3,5,5,0,0,0,1,1,1
"14115",14115,21,0,551,4,0,4,3,4,4,4,4,1,1,3,2,3,4,0,0,1,0,1,0
"14116",14116,34,2,1773,4,4,4,4,4,3,5,5,5,5,5,4,5,4,0,7,0,1,1,1
"14117",14117,35,2,2113,2,2,2,2,4,4,4,5,5,5,5,5,5,3,0,0,1,1,1,1
"14118",14118,21,0,696,3,5,3,2,1,3,2,1,4,2,5,5,5,1,24,15,0,1,0,0
"14119",14119,67,2,1604,3,3,3,3,5,1,3,4,4,4,5,5,4,5,0,0,1,1,1,1
"14120",14120,51,2,534,2,2,2,2,5,5,5,5,3,4,5,5,4,5,188,198,1,1,1,1
"14121",14121,48,2,2275,5,5,5,5,3,5,5,4,4,4,4,5,4,4,25,23,1,1,1,1
"14122",14122,58,2,405,4,4,4,4,3,4,4,3,3,3,3,3,3,3,2,0,1,1,1,1
"14123",14123,70,0,528,3,3,3,2,3,3,1,3,2,4,2,4,3,3,0,0,1,1,0,0
"14124",14124,69,0,611,2,5,2,1,2,3,4,1,1,2,1,3,1,2,33,22,0,1,0,0
"14125",14125,50,2,544,1,1,1,1,5,4,4,5,5,5,5,3,5,3,0,11,1,1,1,1
"14126",14126,53,2,1846,2,2,2,2,2,5,4,5,5,5,5,3,5,5,5,0,1,1,1,1
"14127",14127,70,2,481,4,3,3,3,3,3,3,4,4,4,4,4,4,4,0,0,1,1,1,0
"14128",14128,26,0,757,3,5,5,5,3,4,4,3,1,4,4,1,3,3,14,17,1,1,1,0
"14129",14129,37,0,631,2,4,2,5,2,2,2,2,5,4,4,4,4,2,0,0,0,1,0,0
"14130",14130,28,2,762,4,4,4,3,2,4,3,2,5,3,5,3,5,2,23,12,1,1,0,0
"14131",14131,69,0,471,3,1,1,1,1,4,3,3,3,3,3,2,3,4,20,26,0,1,1,0
"14132",14132,45,0,867,3,1,3,2,2,3,2,2,4,3,1,4,1,2,106,92,1,1,0,0
"14133",14133,56,0,1121,3,5,5,5,4,3,4,4,2,4,1,1,1,4,70,107,1,1,1,1
"14134",14134,21,0,200,2,1,2,3,2,2,2,2,3,1,3,3,3,2,0,0,1,1,0,0
"14135",14135,57,0,1500,3,4,3,5,5,3,5,5,4,4,4,3,5,5,9,0,1,1,0,0
"14136",14136,54,0,391,2,3,3,3,1,3,3,2,2,2,2,2,2,2,1,0,0,1,1,0
"14137",14137,39,2,426,5,5,5,5,3,5,3,3,3,4,5,5,5,3,21,0,0,0,1,1
"14138",14138,64,0,396,0,5,0,3,2,4,5,3,3,0,1,4,3,4,0,0,0,1,0,1
"14139",14139,17,2,1154,3,3,3,3,4,5,4,4,5,2,4,4,4,4,0,2,0,1,1,1
"14140",14140,57,2,228,2,2,4,2,2,5,4,5,5,5,5,3,5,1,18,15,0,1,1,1
"14141",14141,42,2,2125,1,1,1,1,2,3,5,5,5,5,5,4,5,5,3,30,1,1,1,1
"14142",14142,24,2,541,5,0,5,1,5,1,1,4,3,4,4,1,5,1,126,140,0,0,1,1
"14143",14143,40,2,327,2,2,2,2,3,5,5,5,5,5,5,3,5,5,0,4,0,1,1,1
"14144",14144,24,0,1313,4,4,4,3,3,4,3,3,3,2,4,5,5,3,0,0,1,0,1,1
"14145",14145,55,0,190,5,5,5,5,5,5,5,5,4,3,2,2,5,5,0,0,1,1,1,1
"14146",14146,60,2,3412,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0,0,0,1,1,1
"14147",14147,39,2,325,0,0,0,2,5,3,1,4,4,5,5,2,4,5,32,22,0,1,1,1
"14148",14148,49,2,1846,2,2,2,2,5,5,5,3,3,3,3,3,3,3,5,0,1,1,1,1
"14149",14149,53,1,349,1,5,5,5,2,1,2,2,2,4,3,1,4,2,3,14,1,1,1,0
"14150",14150,48,2,862,3,2,2,2,5,3,2,3,3,3,3,4,3,1,0,0,1,1,1,0
"14151",14151,35,2,2275,0,4,0,1,4,2,2,4,4,4,4,3,4,1,0,0,0,1,1,1
"14152",14152,21,0,280,5,0,5,1,5,5,5,5,3,1,2,5,2,5,113,107,0,0,1,1
"14153",14153,25,0,1482,4,4,4,4,4,4,4,4,4,2,4,2,4,4,0,0,0,0,1,0
"14154",14154,57,2,902,3,3,3,3,2,1,4,5,5,5,5,5,5,4,6,0,1,1,1,1
"14155",14155,27,1,1220,3,1,3,3,3,3,5,3,1,3,2,3,3,3,0,0,1,1,0,0
"14156",14156,45,1,369,5,2,2,2,5,5,5,5,1,4,4,1,1,5,0,0,1,1,1,1
"14157",14157,42,0,304,2,1,3,4,2,3,2,2,1,2,3,4,4,2,0,0,1,0,1,0
"14158",14158,19,0,547,1,4,1,3,2,1,2,2,3,4,5,3,5,2,0,0,1,1,0,0
"14159",14159,39,2,1096,3,3,3,3,3,5,5,5,5,5,5,3,5,3,0,0,0,1,1,1
"14160",14160,67,0,395,3,5,4,3,3,5,5,4,4,4,4,5,4,3,9,21,0,1,0,0
"14161",14161,44,0,404,3,3,3,4,5,3,2,5,1,2,4,3,3,5,0,0,0,0,1,0
"14162",14162,60,0,1009,1,5,1,5,2,1,2,2,1,4,2,1,1,2,0,0,1,1,0,0
"14163",14163,45,0,438,2,4,2,4,5,2,1,5,5,3,3,3,4,5,0,0,0,0,1,0
"14164",14164,26,0,67,2,5,2,5,4,2,4,4,4,3,5,5,5,4,0,0,1,1,0,0
"14165",14165,45,2,2840,3,3,3,3,2,4,4,5,5,5,5,5,5,3,14,6,0,1,1,1
"14166",14166,29,2,985,2,2,2,2,4,2,2,4,4,2,4,3,5,4,29,20,0,0,1,0
"14167",14167,31,0,1201,2,2,2,2,2,2,2,2,4,1,3,2,4,2,4,0,1,0,1,0
"14168",14168,43,2,416,4,4,4,4,1,1,1,5,5,5,5,4,5,2,0,10,1,1,1,1
"14169",14169,23,2,515,4,4,4,5,1,4,1,1,5,5,4,3,4,1,92,111,0,0,1,1
"14170",14170,29,0,2248,3,5,3,3,4,3,4,4,4,4,5,3,4,4,1,0,1,1,0,0
"14171",14171,51,0,1076,3,5,3,1,3,5,4,1,1,3,1,4,1,5,97,100,0,1,0,0
"14172",14172,17,0,231,1,1,0,4,1,0,1,1,1,5,4,4,4,1,0,0,0,1,0,0
"14173",14173,42,2,692,1,1,1,1,5,5,4,4,4,4,4,2,4,5,0,0,0,1,1,1
"14174",14174,48,0,401,0,5,0,4,3,0,2,3,5,4,4,3,5,3,0,0,1,1,0,1
"14175",14175,11,2,2203,1,5,5,5,1,1,1,1,3,1,4,4,4,1,55,57,0,1,1,0
"14176",14176,51,0,2026,2,4,2,2,4,5,4,2,2,2,2,5,2,4,18,13,0,1,0,0
"14177",14177,53,0,516,4,2,2,2,4,4,4,4,4,4,5,2,5,4,0,0,1,1,1,1
"14178",14178,10,0,1194,3,1,3,3,3,2,2,3,1,1,3,2,3,2,145,129,0,1,0,0
"14179",14179,66,0,569,2,4,2,2,4,2,4,4,4,2,5,4,5,4,0,0,1,1,0,0
"14180",14180,22,0,813,2,4,2,2,3,2,3,3,4,3,5,2,4,3,52,60,1,1,0,0
"14181",14181,16,0,667,2,1,2,4,5,2,3,5,1,3,4,2,4,5,0,8,1,1,0,0
"14182",14182,45,0,1028,5,3,3,3,5,5,5,2,5,5,5,5,1,5,416,403,0,1,1,1
"14183",14183,24,0,590,4,5,4,1,3,4,3,3,4,3,5,3,4,3,46,42,0,0,1,1
"14184",14184,26,2,370,1,1,1,1,4,4,4,4,5,2,4,4,1,4,0,0,1,1,1,1
"14185",14185,18,0,125,1,3,1,3,5,1,5,5,5,3,1,5,3,5,85,82,0,1,0,0
"14186",14186,39,2,2131,2,2,2,2,2,3,1,4,4,4,4,2,4,5,57,46,1,1,1,1
"14187",14187,60,2,3875,2,2,2,2,5,5,5,5,5,5,5,4,5,4,30,94,0,1,1,1
"14188",14188,48,2,926,4,4,4,4,3,5,5,3,3,4,3,4,3,5,1,0,0,1,1,1
"14189",14189,36,0,265,3,3,3,2,2,3,2,2,1,3,1,1,2,2,0,0,1,1,0,0
"14190",14190,41,0,639,3,1,3,4,5,3,5,5,4,2,3,3,3,5,0,0,0,1,0,0
"14191",14191,70,0,1660,2,1,1,3,1,4,4,1,1,1,1,4,1,3,1,0,0,1,0,0
"14192",14192,23,2,2340,4,4,4,4,2,3,2,2,5,2,4,4,5,2,0,0,1,1,1,1
"14193",14193,23,0,417,5,0,4,5,4,4,4,4,5,2,4,5,4,4,33,38,1,0,1,1
"14194",14194,22,0,946,5,5,5,2,5,5,5,5,3,4,5,3,4,5,0,11,0,0,1,1
"14195",14195,46,2,1050,5,5,1,5,3,4,4,4,4,4,4,3,4,3,0,0,1,1,1,1
"14196",14196,23,0,680,4,2,2,2,4,4,5,4,5,3,5,1,3,4,0,0,1,1,1,1
"14197",14197,27,0,1248,2,2,2,4,3,2,3,3,1,4,2,3,4,3,22,33,0,0,1,0
"14198",14198,24,0,289,1,5,1,3,1,1,1,1,5,2,4,4,5,1,0,0,0,0,1,0
"14199",14199,46,1,430,1,1,1,1,2,4,3,1,1,1,1,1,1,2,0,0,0,1,1,0
"14200",14200,53,2,2934,3,3,3,3,4,4,4,3,3,3,3,1,3,2,0,0,1,1,1,0
"14201",14201,38,0,371,1,0,1,4,5,1,2,5,4,3,4,5,5,5,19,17,0,1,0,0
"14202",14202,21,0,645,0,3,0,2,2,0,2,2,2,2,4,3,2,2,0,0,1,0,1,1
"14203",14203,57,1,980,3,4,3,4,4,3,4,4,4,5,4,3,4,4,94,73,1,1,0,0
"14204",14204,40,2,2398,2,2,2,2,3,4,5,4,4,4,4,4,4,4,0,0,0,1,1,1
"14205",14205,52,2,3965,1,1,1,1,4,4,4,5,5,5,5,5,5,5,0,0,1,1,1,1
"14206",14206,28,2,733,3,3,3,3,5,5,5,5,5,5,4,3,5,5,13,52,0,1,1,1
"14207",14207,25,2,1211,4,4,3,4,5,5,5,5,5,5,5,3,1,5,0,0,0,1,1,1
"14208",14208,54,2,371,5,5,5,5,2,4,5,4,4,4,4,5,4,4,21,21,1,1,1,1
"14209",14209,65,0,258,2,1,1,1,2,2,2,2,4,5,2,1,2,2,0,4,1,1,1,0
"14210",14210,37,0,813,1,1,1,3,3,1,2,3,3,4,3,1,3,3,0,0,0,1,0,0
"14211",14211,27,0,2176,3,3,3,1,1,3,1,1,5,1,3,5,4,1,0,9,0,1,0,0
"14212",14212,56,2,1218,3,3,3,3,5,5,4,4,4,4,4,3,4,4,14,9,0,1,1,1
"14213",14213,57,0,2704,2,5,2,4,2,2,4,2,1,1,4,5,5,2,13,0,1,1,0,0
"14214",14214,43,2,237,3,3,3,3,5,4,4,5,5,5,5,3,5,5,0,0,1,1,1,1
"14215",14215,30,0,1546,5,5,5,5,5,5,5,5,2,3,2,2,5,5,8,7,1,1,1,1
"14216",14216,59,2,1594,3,3,3,3,3,5,4,4,4,4,4,5,4,3,0,0,0,1,1,1
"14217",14217,50,2,2020,3,5,5,5,4,3,2,3,3,3,3,4,3,1,31,27,1,1,1,0
"14218",14218,44,2,759,4,4,4,1,2,4,2,2,4,5,5,3,5,2,8,0,1,0,1,1
"14219",14219,27,0,589,1,3,1,2,5,1,5,5,2,3,2,2,2,5,0,0,1,0,1,0
"14220",14220,61,2,419,2,5,2,4,5,1,4,5,5,2,5,5,5,1,14,0,1,1,0,0
"14221",14221,24,0,448,4,5,4,2,2,4,2,2,1,4,5,3,1,2,0,0,0,0,1,1
"14222",14222,31,0,1294,2,4,2,3,4,2,4,4,1,4,2,4,4,4,18,0,1,1,0,0
"14223",14223,44,2,74,4,4,4,4,5,4,5,5,5,5,5,5,5,5,0,0,1,1,1,1
"14224",14224,66,2,349,0,0,0,2,2,1,1,5,5,5,5,2,5,4,0,0,0,1,1,1
"14225",14225,42,0,1416,3,2,2,2,4,4,3,3,3,3,3,2,3,3,0,0,0,1,1,0
"14226",14226,54,0,2504,3,5,5,5,3,3,4,3,3,3,3,4,3,2,3,0,0,1,1,0
"14227",14227,8,0,2446,2,2,2,2,3,2,3,3,3,2,2,2,3,3,0,0,1,0,1,0
"14228",14228,35,0,200,2,2,2,2,2,2,2,2,3,2,4,3,3,2,0,0,0,1,1,0
"14229",14229,27,0,1635,1,1,1,3,5,1,3,5,4,1,3,2,4,5,113,101,1,0,1,0
"14230",14230,31,2,2394,2,2,5,2,3,4,3,3,2,4,1,3,5,3,0,0,1,1,1,1
"14231",14231,55,0,991,4,4,3,3,2,1,3,3,3,3,3,2,3,2,0,5,0,1,0,0
"14232",14232,21,0,925,1,4,1,3,2,1,2,2,5,5,1,5,2,2,63,61,1,1,0,0
"14233",14233,28,2,987,5,5,5,2,3,5,2,3,4,4,4,5,4,3,57,54,1,0,1,1
"14234",14234,49,2,2269,5,5,2,5,2,5,5,5,5,5,5,5,5,3,20,29,0,1,1,1
"14235",14235,22,0,335,3,2,3,3,2,3,2,2,2,3,4,2,4,2,87,91,0,0,1,0
"14236",14236,69,0,448,3,2,3,4,4,4,3,1,1,3,1,3,1,1,0,0,0,1,0,0
"14237",14237,39,2,3919,2,2,2,2,4,4,5,4,4,4,4,4,4,3,0,0,1,1,1,1
"14238",14238,47,2,816,3,3,3,3,2,4,4,5,5,5,5,4,5,5,2,0,0,1,1,1
"14239",14239,55,2,3268,5,5,5,5,3,5,4,5,5,5,5,3,5,5,0,0,1,1,1,1
"14240",14240,33,1,598,3,1,3,4,2,3,2,2,1,3,4,1,3,2,90,89,0,1,0,0
"14241",14241,53,2,2811,1,1,1,1,5,5,5,5,5,5,5,4,5,3,0,0,0,1,1,1
"14242",14242,50,2,447,5,1,1,4,5,5,5,5,4,4,5,5,5,5,1,9,0,0,1,1
"14243",14243,24,2,2665,2,2,2,2,3,3,3,3,3,3,5,3,5,3,29,20,0,1,1,1
"14244",14244,41,0,328,2,0,2,1,2,2,5,2,3,2,5,4,4,2,5,1,0,1,0,0
"14245",14245,69,0,302,1,3,1,3,2,1,2,2,4,2,3,1,4,2,18,26,1,1,0,0
"14246",14246,66,2,1654,3,5,5,5,2,4,4,3,3,2,3,2,3,3,10,5,1,1,1,0
"14247",14247,28,2,552,3,3,3,3,4,4,4,4,3,2,5,3,5,4,15,29,0,1,1,1
"14248",14248,37,0,316,5,5,5,5,5,5,5,5,1,3,4,5,1,5,54,49,1,1,1,1
"14249",14249,30,0,888,2,3,2,4,1,2,1,1,2,5,3,4,4,1,70,81,0,1,0,0
"14250",14250,66,0,407,4,1,4,3,2,4,3,1,1,4,1,3,1,1,18,5,0,1,0,0
"14251",14251,9,0,100,2,1,2,3,4,2,4,4,3,2,4,2,3,4,0,0,0,1,0,0
"14252",14252,53,2,1217,3,4,4,4,2,3,3,3,3,3,3,4,3,1,26,67,1,1,1,0
"14253",14253,39,2,2224,4,3,3,3,2,3,4,3,3,4,4,2,3,4,0,0,0,1,1,0
"14254",14254,37,2,2216,5,5,5,5,3,5,4,5,5,5,4,1,5,5,1,0,0,1,1,1
"14255",14255,29,2,775,1,1,1,2,5,1,5,5,5,3,4,3,5,5,2,3,0,0,1,0
"14256",14256,46,0,236,3,4,3,3,3,4,5,4,4,3,4,3,4,3,0,0,0,1,0,0
"14257",14257,58,2,2065,1,1,2,1,5,4,5,5,5,5,5,5,5,4,1,0,0,1,1,1
"14258",14258,40,2,2499,3,3,3,3,3,5,5,4,4,4,4,5,4,5,0,0,1,1,1,1
"14259",14259,21,0,1020,1,3,1,3,1,1,1,1,2,1,3,1,4,1,33,27,0,1,0,0
"14260",14260,29,2,893,0,0,0,1,3,0,3,3,4,4,3,3,4,3,4,51,0,0,1,1
"14261",14261,42,2,425,4,1,1,1,4,3,3,4,4,4,4,4,4,1,0,0,0,1,1,0
"14262",14262,46,2,4983,1,1,1,1,4,4,4,1,3,5,5,4,3,4,0,0,1,1,1,1
"14263",14263,24,0,216,3,4,3,3,3,3,3,3,3,5,1,1,5,3,0,0,0,0,1,0
"14264",14264,38,0,453,3,2,3,3,4,3,4,4,3,1,3,1,4,4,3,0,1,1,0,0
"14265",14265,45,0,351,3,2,2,2,3,3,3,1,3,1,3,3,1,3,189,182,1,1,1,0
"14266",14266,32,1,1208,5,5,5,5,5,5,5,5,3,3,2,2,2,5,29,19,1,1,1,1
"14267",14267,23,2,3244,3,3,5,3,4,4,4,4,1,4,3,4,2,4,13,5,1,1,1,1
"14268",14268,24,1,187,1,5,1,3,5,1,5,5,5,1,2,1,3,5,0,0,1,1,0,0
"14269",14269,54,0,508,2,5,2,2,4,2,4,4,3,1,2,4,2,4,0,0,1,1,0,0
"14270",14270,52,2,666,1,1,1,1,4,4,4,3,3,4,3,5,3,4,5,5,1,1,1,1
"14271",14271,40,2,2402,2,2,2,2,3,2,2,1,3,3,3,2,4,2,207,227,1,1,1,0
"14272",14272,33,2,328,3,3,3,3,4,5,4,4,2,5,3,3,4,4,0,0,1,1,1,1
"14273",14273,59,2,3490,5,5,5,5,2,4,3,5,5,5,5,1,5,2,0,0,0,1,1,1
"14274",14274,68,0,1119,2,5,2,4,2,2,2,2,3,3,5,5,4,2,0,14,1,1,0,0
"14275",14275,72,0,526,3,2,3,4,2,3,2,2,2,2,4,2,4,2,0,2,0,0,1,0
"14276",14276,23,2,299,3,5,3,3,4,3,4,4,4,3,4,5,4,4,4,11,1,1,0,0
"14277",14277,52,2,2703,5,5,5,5,5,3,2,5,5,5,5,2,5,5,0,0,1,1,1,1
"14278",14278,52,0,719,2,5,5,5,5,4,3,2,2,2,2,3,2,1,0,0,0,1,1,0
"14279",14279,43,2,833,5,5,5,5,5,5,5,4,4,4,4,4,4,3,125,116,0,1,1,1
"14280",14280,52,0,317,3,5,5,5,5,4,4,3,3,3,3,1,3,4,0,0,0,1,1,0
"14281",14281,50,2,3266,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0,1,1,1,1
"14282",14282,23,2,190,0,5,0,1,4,4,4,4,5,2,5,4,4,4,47,62,0,1,1,1
"14283",14283,40,2,631,4,5,5,5,4,4,3,4,4,3,4,3,4,1,0,0,1,1,1,0
"14284",14284,26,0,993,2,2,2,4,3,2,2,3,2,3,3,3,3,3,0,2,1,0,1,0
"14285",14285,47,2,3648,4,3,3,3,5,4,3,2,2,2,4,2,2,1,14,33,0,1,1,0
"14286",14286,44,0,135,1,0,0,3,3,5,4,3,3,0,3,4,3,4,0,4,0,1,0,0
"14287",14287,61,2,192,0,4,0,1,5,4,5,1,1,1,1,5,1,3,0,0,0,1,1,1
"14288",14288,51,2,2823,5,5,5,5,2,5,4,4,4,4,4,4,4,3,1,0,0,1,1,1
"14289",14289,50,0,532,4,2,4,4,1,4,1,1,1,2,4,1,3,1,0,0,0,0,1,0
"14290",14290,42,2,2248,1,1,1,1,5,5,5,5,5,5,4,5,5,5,157,189,0,1,1,1
"14291",14291,24,2,2879,4,4,4,4,5,5,5,5,4,3,4,5,4,5,0,0,0,1,1,1
"14292",14292,17,1,642,2,4,2,2,2,2,2,2,5,4,4,3,5,2,24,20,1,1,0,0
"14293",14293,9,0,1237,2,4,2,2,4,2,4,4,3,3,5,3,5,4,9,32,0,1,0,0
"14294",14294,25,0,1416,1,1,1,3,3,1,3,3,1,4,5,3,4,3,0,0,0,0,1,0
"14295",14295,58,1,192,3,5,3,4,2,5,5,5,5,3,5,5,5,3,0,3,0,1,0,0
"14296",14296,42,2,401,3,1,1,1,3,3,3,2,2,4,4,3,1,3,134,132,0,1,1,0
"14297",14297,38,0,387,3,0,3,1,3,3,3,3,1,2,5,5,1,3,1,0,1,0,1,0
"14298",14298,25,2,501,2,4,2,4,3,2,3,3,4,5,5,4,4,3,0,2,1,0,1,0
"14299",14299,29,0,612,3,5,3,4,4,3,4,4,4,5,5,4,5,4,0,29,1,1,0,0
"14300",14300,29,2,1282,5,5,5,3,2,5,2,2,4,2,4,4,5,2,0,0,0,0,1,1
"14301",14301,58,2,2006,1,1,1,1,5,1,1,5,5,5,5,2,5,3,0,20,1,1,1,1
"14302",14302,37,2,2288,2,2,2,5,4,2,4,4,3,2,3,4,4,4,21,3,1,0,1,0
"14303",14303,20,0,644,2,4,1,4,1,1,1,1,3,4,2,3,1,1,18,0,0,1,0,0
"14304",14304,18,0,910,1,4,1,3,4,1,4,4,3,4,5,3,4,4,0,0,0,1,0,0
"14305",14305,67,0,2419,1,4,1,3,1,1,1,3,5,4,4,1,3,1,48,49,0,1,0,0
"14306",14306,37,2,1972,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0,1,1,1,1
"14307",14307,37,2,2783,4,3,4,4,2,3,3,4,4,4,4,3,4,4,3,1,0,1,1,1
"14308",14308,59,2,3380,5,1,5,5,4,5,5,5,5,5,5,4,5,5,0,0,1,1,1,1
"14309",14309,17,1,296,3,5,3,5,2,3,2,2,4,2,5,4,4,2,0,0,1,1,0,0
"14310",14310,55,0,404,4,5,4,4,5,4,5,2,2,4,2,4,2,5,91,85,0,1,0,0
"14311",14311,45,2,1865,5,1,5,5,3,4,5,5,5,5,5,4,5,3,1,3,0,1,1,1
"14312",14312,8,1,335,4,4,4,1,2,4,2,2,5,5,5,3,5,2,18,21,0,1,0,0
"14313",14313,37,0,596,5,0,5,4,4,5,4,4,3,1,1,2,2,4,0,0,0,0,1,1
"14314",14314,68,1,372,2,5,3,4,4,3,5,1,1,3,1,1,1,5,1,0,0,1,0,0
"14315",14315,54,0,280,1,1,1,1,2,4,4,1,1,1,1,1,1,4,8,8,0,1,1,0
"14316",14316,51,0,2586,2,4,2,3,4,4,4,5,5,2,3,5,5,4,0,0,0,1,0,0
"14317",14317,50,2,1806,1,1,1,1,3,4,2,5,5,5,5,5,5,5,16,19,0,1,1,1
"14318",14318,63,0,2342,1,4,1,3,4,3,2,2,2,1,2,5,2,5,0,0,0,1,0,0
"14319",14319,58,2,3823,2,3,3,3,2,2,2,4,3,4,3,2,1,2,149,136,1,1,1,0
"14320",14320,25,2,3866,1,3,3,3,1,1,1,1,1,2,3,2,3,1,0,1,0,1,1,0
"14321",14321,68,1,528,3,5,3,2,2,3,4,2,4,5,5,4,4,2,0,0,1,1,0,0
"14322",14322,28,0,391,1,0,1,2,1,1,1,1,3,1,5,5,3,1,0,0,1,0,1,0
"14323",14323,29,2,992,1,3,3,3,1,1,1,1,2,2,2,1,2,1,0,19,0,1,1,0
"14324",14324,48,0,199,4,1,1,1,5,1,1,4,4,4,4,4,4,4,0,0,0,1,1,1
"14325",14325,45,2,2071,3,3,3,3,3,5,5,5,5,5,5,5,5,4,0,38,0,1,1,1
"14326",14326,58,0,748,3,4,4,5,2,4,2,2,5,3,5,4,5,2,0,0,1,1,0,0
"14327",14327,41,0,828,0,4,0,1,3,0,3,3,5,2,5,5,4,3,0,0,0,1,0,1
"14328",14328,23,2,1936,0,0,0,3,5,3,3,5,5,1,4,3,5,5,0,0,0,1,1,1
"14329",14329,47,2,3249,1,1,1,1,4,4,4,5,5,5,5,4,5,5,26,14,1,1,1,1
"14330",14330,53,2,697,3,3,3,3,2,3,4,4,4,4,4,2,4,4,5,24,0,1,1,1
